smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
COC(=O)C1C[C@H]1[C@@H](NC(=O)c1cnccn1)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C17H17N3O3/c1-23-17(22)13-9-12(13)15(11-5-3-2-4-6-11)20-16(21)14-10-18-7-8-19-14/h2-8,10,12-13,15H,9H2,1H3,(H,20,21)/t12-,13-,15+/m1/s1",1,6126,train
CC(C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)c1ccncc1Cl)c1ccccc1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C30H28ClN3O2/c1-19(28(35)33-23-13-12-20-8-6-7-11-22(20)16-23)25-17-30(25,2)27(21-9-4-3-5-10-21)34-29(36)24-14-15-32-18-26(24)31/h3-16,18-19,25,27H,17H2,1-2H3,(H,33,35)(H,34,36)/t19-,25+,27+,30-/m1/s1",1,6127,train
CCc1c2c(nc3c(C(C)C)cccc13)-c1cccc(=O)n1C2,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C20H20N2O/c1-4-13-15-8-5-7-14(12(2)3)19(15)21-20-16(13)11-22-17(20)9-6-10-18(22)23/h5-10,12H,4,11H2,1-3H3",1,6128,train
CC(C)c1cccc2cc3c(nc12)-c1cccc(=O)n1C3,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C18H16N2O/c1-11(2)14-6-3-5-12-9-13-10-20-15(7-4-8-16(20)21)18(13)19-17(12)14/h3-9,11H,10H2,1-2H3",1,6129,train
C=C(CC1(C(C)NP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,True,phosphor,1,"InChI=1S/C26H28NOP/c1-21(23-12-6-3-7-13-23)20-26(18-19-26)22(2)27-29(28,24-14-8-4-9-15-24)25-16-10-5-11-17-25/h3-17,22H,1,18-20H2,2H3,(H,27,28)",1,6130,train
Cc1c2c(nc3ccccc13)OCC2,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H11NO/c1-8-9-4-2-3-5-11(9)13-12-10(8)6-7-14-12/h2-5H,6-7H2,1H3",1,6131,train
O=C(Cc1ccccc1I)Nc1ccccc1,True,iodine,1,"InChI=1S/C14H12INO/c15-13-9-5-4-6-11(13)10-14(17)16-12-7-2-1-3-8-12/h1-9H,10H2,(H,16,17)",1,6132,train
C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCCC)CC1)c1ccccc1,True,phosphor,1,"InChI=1S/C32H38NOP/c1-3-4-14-27-23-30(27)31(32(21-22-32)24-25(2)26-15-8-5-9-16-26)33-35(34,28-17-10-6-11-18-28)29-19-12-7-13-20-29/h5-13,15-20,27,30-31H,2-4,14,21-24H2,1H3,(H,33,34)/t27-,30-,31-/m0/s1",0,6133,train
CC(=O)N1CC2(CC2)CC1c1ccccc1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C14H17NO/c1-11(16)15-10-14(7-8-14)9-13(15)12-5-3-2-4-6-12/h2-6,13H,7-10H2,1H3",0,6134,train
CC(C)c1cccc2nc3c(c(C(C)(C)C)c12)Cn1c-3cccc1=O,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H24N2O/c1-13(2)14-8-6-9-16-19(14)20(22(3,4)5)15-12-24-17(21(15)23-16)10-7-11-18(24)25/h6-11,13H,12H2,1-5H3",1,6135,train
S=C(Nc1ccccc1)Nc1ccccc1C#Cc1ccccc1,True,"Thiocarbonyl group, triple bond",2,"InChI=1S/C21H16N2S/c24-21(22-19-12-5-2-6-13-19)23-20-14-8-7-11-18(20)16-15-17-9-3-1-4-10-17/h1-14H,(H2,22,23,24)",1,6136,train
C[C@@]1(C(NC(=O)Cc2ccccc2)c2ccc(-c3ccccc3)cc2)C[C@H]1C1CCCCC1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C31H35NO/c1-31(22-28(31)26-15-9-4-10-16-26)30(32-29(33)21-23-11-5-2-6-12-23)27-19-17-25(18-20-27)24-13-7-3-8-14-24/h2-3,5-8,11-14,17-20,26,28,30H,4,9-10,15-16,21-22H2,1H3,(H,32,33)/t28-,30?,31+/m0/s1",0,6137,train
CCc1cccc2nc3c(c([Si](CC)(CC)CC)c12)Cn1c-3cccc1=O,True,heavy metal,1,"InChI=1S/C23H28N2OSi/c1-5-16-11-9-12-18-21(16)23(27(6-2,7-3)8-4)17-15-25-19(22(17)24-18)13-10-14-20(25)26/h9-14H,5-8,15H2,1-4H3",1,6138,train
c1ccc(-c2c3ccccc3nc3[nH]c4ccccc4c23)cc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H14N2/c1-2-8-14(9-3-1)19-15-10-4-6-12-17(15)22-21-20(19)16-11-5-7-13-18(16)23-21/h1-13H,(H,22,23)",1,6139,train
CCCC[C@H]1C[C@@H]1[C@@H]1N(P(=O)(c2ccccc2)c2ccccc2)C[C@@](O)(c2ccccc2)CC12CC2,True,phosphor,1,"InChI=1S/C32H38NO2P/c1-2-3-13-25-22-29(25)30-31(20-21-31)23-32(34,26-14-7-4-8-15-26)24-33(30)36(35,27-16-9-5-10-17-27)28-18-11-6-12-19-28/h4-12,14-19,25,29-30,34H,2-3,13,20-24H2,1H3/t25-,29-,30-,32+/m0/s1",0,6140,train
COc1cc2nc3c(c([Si](C)(C)C(C)(C)C)c2cc1OC)Cn1c-3cccc1=O,True,heavy metal,1,"InChI=1S/C23H28N2O3Si/c1-23(2,3)29(6,7)22-14-11-18(27-4)19(28-5)12-16(14)24-21-15(22)13-25-17(21)9-8-10-20(25)26/h8-12H,13H2,1-7H3",1,6141,train
CCC#CCOCC(=O)Nc1ccccc1,True,"Aliphatic long chain, triple bond",2,"InChI=1S/C13H15NO2/c1-2-3-7-10-16-11-13(15)14-12-8-5-4-6-9-12/h4-6,8-9H,2,10-11H2,1H3,(H,14,15)",1,6142,train
CCc1cccc2c(-c3ccccc3)c3c(nc12)OCC3,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H17NO/c1-2-13-9-6-10-15-17(14-7-4-3-5-8-14)16-11-12-21-19(16)20-18(13)15/h3-10H,2,11-12H2,1H3",1,6143,train
CCC[C@@H]1C[C@@]1(CCC)C(NC(=O)c1ccccc1)c1cccc(Cl)c1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C23H28ClNO/c1-3-9-19-16-23(19,14-4-2)21(18-12-8-13-20(24)15-18)25-22(26)17-10-6-5-7-11-17/h5-8,10-13,15,19,21H,3-4,9,14,16H2,1-2H3,(H,25,26)/t19-,21?,23-/m1/s1",0,6144,train
CCCC[C@H]1C[C@@H]1[C@@H]1N(P(=O)(c2ccccc2)c2ccccc2)[C@](CO)(c2ccccc2)CC12CC2,True,phosphor,1,"InChI=1S/C32H38NO2P/c1-2-3-13-25-22-29(25)30-31(20-21-31)23-32(24-34,26-14-7-4-8-15-26)33(30)36(35,27-16-9-5-10-17-27)28-18-11-6-12-19-28/h4-12,14-19,25,29-30,34H,2-3,13,20-24H2,1H3/t25-,29-,30-,32+/m0/s1",0,6145,train
O=P(c1ccccc1)(c1ccccc1)N1CC2(CC2)CC(O)(c2ccccc2)C1,True,phosphor,1,"InChI=1S/C25H26NO2P/c27-25(21-10-4-1-5-11-21)18-24(16-17-24)19-26(20-25)29(28,22-12-6-2-7-13-22)23-14-8-3-9-15-23/h1-15,27H,16-20H2",0,6146,train
CCc1c2c(nc3ccc(OC)cc13)OC(C)C2,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C15H17NO2/c1-4-11-12-8-10(17-3)5-6-14(12)16-15-13(11)7-9(2)18-15/h5-6,8-9H,4,7H2,1-3H3",1,6147,train
CCCCc1c2ccccc2nc2[nH]c3ccccc3c12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H18N2/c1-2-3-8-14-13-9-4-6-11-16(13)20-19-18(14)15-10-5-7-12-17(15)21-19/h4-7,9-12H,2-3,8H2,1H3,(H,20,21)",1,6148,train
CCC[C@@H]1C[C@@]1(CCC)C(NC(=O)c1ccc(-c2ccccc2)cc1)c1cccc(Cl)c1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C29H32ClNO/c1-3-9-25-20-29(25,18-4-2)27(24-12-8-13-26(30)19-24)31-28(32)23-16-14-22(15-17-23)21-10-6-5-7-11-21/h5-8,10-17,19,25,27H,3-4,9,18,20H2,1-2H3,(H,31,32)/t25-,27?,29-/m1/s1",0,6149,train
CC(C)(C)[Si](C)(C)c1c2c(nc3ccc(OCc4ccccc4)cc13)-c1cccc(=O)n1C2,True,heavy metal,1,"InChI=1S/C28H30N2O2Si/c1-28(2,3)33(4,5)27-21-16-20(32-18-19-10-7-6-8-11-19)14-15-23(21)29-26-22(27)17-30-24(26)12-9-13-25(30)31/h6-16H,17-18H2,1-5H3",1,6150,train
CC(C)c1cccc2c([Si](C)(C)C)c3c(nc12)-c1cccc(=O)n1C3,True,heavy metal,1,"InChI=1S/C21H24N2OSi/c1-13(2)14-8-6-9-15-19(14)22-20-16(21(15)25(3,4)5)12-23-17(20)10-7-11-18(23)24/h6-11,13H,12H2,1-5H3",1,6151,train
COc1ccc2nc3c(c(-c4ccccc4)c2c1)CCC3,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H17NO/c1-21-14-10-11-18-16(12-14)19(13-6-3-2-4-7-13)15-8-5-9-17(15)20-18/h2-4,6-7,10-12H,5,8-9H2,1H3",1,6152,train
CCc1c2c(nc3cccc(OC)c13)OC(CC)C2,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C16H19NO2/c1-4-10-9-12-11(5-2)15-13(17-16(12)19-10)7-6-8-14(15)18-3/h6-8,10H,4-5,9H2,1-3H3",1,6153,train
Cc1c2c(nc3ccccc13)-c1cccc(=O)n1C2,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C16H12N2O/c1-10-11-5-2-3-6-13(11)17-16-12(10)9-18-14(16)7-4-8-15(18)19/h2-8H,9H2,1H3",1,6154,train
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,True,"Aliphatic long chain, isolated alkene, triple bond",3,"InChI=1S/C17H21NO2/c1-3-5-6-10-13-16(15-11-8-7-9-12-15)18-17(19)20-14-4-2/h2,7-13,16H,3,5-6,14H2,1H3,(H,18,19)/b13-10+",1,6155,train
CC(C)c1cccc2nc3c(c([Si](C)(C)C)c12)Cn1c-3cccc1=O,True,heavy metal,1,"InChI=1S/C21H24N2OSi/c1-13(2)14-8-6-9-16-19(14)21(25(3,4)5)15-12-23-17(20(15)22-16)10-7-11-18(23)24/h6-11,13H,12H2,1-5H3",1,6156,train
CCCCC#Cc1ccccc1CC(=O)Nc1ccccc1,True,"Aliphatic long chain, triple bond",2,"InChI=1S/C20H21NO/c1-2-3-4-6-11-17-12-9-10-13-18(17)16-20(22)21-19-14-7-5-8-15-19/h5,7-10,12-15H,2-4,16H2,1H3,(H,21,22)",1,6157,train
CCc1c2c(nc3ccc(OC)cc13)OC(CC)C2,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C16H19NO2/c1-4-10-8-14-12(5-2)13-9-11(18-3)6-7-15(13)17-16(14)19-10/h6-7,9-10H,4-5,8H2,1-3H3",1,6158,train
COC(=O)c1ccc(C23CC2(C(NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)C3)cc1,True,phosphor,1,"InChI=1S/C31H28NO3P/c1-35-29(33)24-17-19-25(20-18-24)30-21-31(30,22-30)28(23-11-5-2-6-12-23)32-36(34,26-13-7-3-8-14-26)27-15-9-4-10-16-27/h2-20,28H,21-22H2,1H3,(H,32,34)",1,6159,train
CCCC/C=C/C(NC(=O)Oc1cccc(C(F)(F)F)c1)c1ccccc1,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C21H22F3NO2/c1-2-3-4-8-14-19(16-10-6-5-7-11-16)25-20(26)27-18-13-9-12-17(15-18)21(22,23)24/h5-15,19H,2-4H2,1H3,(H,25,26)/b14-8+",1,6160,train
C[C@@]1(C(NC(=O)c2cccs2)c2ccc(-c3ccccc3)cc2)C[C@H]1C1CCCCC1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C28H31NOS/c1-28(19-24(28)22-11-6-3-7-12-22)26(29-27(30)25-13-8-18-31-25)23-16-14-21(15-17-23)20-9-4-2-5-10-20/h2,4-5,8-10,13-18,22,24,26H,3,6-7,11-12,19H2,1H3,(H,29,30)/t24-,26?,28+/m0/s1",0,6161,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,True,(),0,"InChI=1S/C25H27NO2/c1-2-3-8-21-17-22(21)24(26-25(27)23-11-7-16-28-23)20-14-12-19(13-15-20)18-9-5-4-6-10-18/h4-7,9-16,21-22,24H,2-3,8,17H2,1H3,(H,26,27)/t21-,22-,24?/m1/s1",1,6162,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1cccs1)c1ccc(Cl)cc1,True,(),0,"InChI=1S/C19H22ClNOS/c1-2-3-5-14-12-16(14)18(13-7-9-15(20)10-8-13)21-19(22)17-6-4-11-23-17/h4,6-11,14,16,18H,2-3,5,12H2,1H3,(H,21,22)/t14-,16-,18?/m1/s1",1,6163,train
CCC/C=C(\CCC)C(NS(=O)(=O)CC12CCC(CC1=O)C2(C)C)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C27H39NO5S/c1-6-8-10-19(9-7-2)24(20-11-13-21(14-12-20)25(30)33-5)28-34(31,32)18-27-16-15-22(17-23(27)29)26(27,3)4/h10-14,22,24,28H,6-9,15-18H2,1-5H3/b19-10+",0,6164,train
CCCC/C=C/C(NC(=O)c1ccccc1)c1ccccc1,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C20H23NO/c1-2-3-4-11-16-19(17-12-7-5-8-13-17)21-20(22)18-14-9-6-10-15-18/h5-16,19H,2-4H2,1H3,(H,21,22)/b16-11+",1,6165,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,True,(),0,"InChI=1S/C33H33NO/c1-2-3-10-30-23-31(30)32(28-19-15-26(16-20-28)24-11-6-4-7-12-24)34-33(35)29-21-17-27(18-22-29)25-13-8-5-9-14-25/h4-9,11-22,30-32H,2-3,10,23H2,1H3,(H,34,35)/t30-,31-,32?/m1/s1",0,6166,train
C[C@@]1(C(NS(=O)(=O)c2cccc3cccnc23)c2ccc(-c3ccccc3)cc2)C[C@H]1C1CCCCC1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C32H34N2O2S/c1-32(22-28(32)25-12-6-3-7-13-25)31(27-19-17-24(18-20-27)23-10-4-2-5-11-23)34-37(35,36)29-16-8-14-26-15-9-21-33-30(26)29/h2,4-5,8-11,14-21,25,28,31,34H,3,6-7,12-13,22H2,1H3/t28-,31?,32+/m0/s1",0,6167,train
CC(C)(C)C(=O)NC(c1ccc(Cl)cc1)[C@]1(C)C[C@H]1C1CCCCC1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C22H32ClNO/c1-21(2,3)20(25)24-19(16-10-12-17(23)13-11-16)22(4)14-18(22)15-8-6-5-7-9-15/h10-13,15,18-19H,5-9,14H2,1-4H3,(H,24,25)/t18-,19?,22+/m0/s1",0,6168,train
CCC/C=C(\CCC)C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,True,isolated alkene,1,"InChI=1S/C24H25F6NO/c1-3-5-7-16(6-4-2)21(17-8-12-19(13-9-17)23(25,26)27)31-22(32)18-10-14-20(15-11-18)24(28,29)30/h7-15,21H,3-6H2,1-2H3,(H,31,32)/b16-7+",0,6169,train
CCC/C=C(\CCC)C(NC(=O)c1ccc(C(=O)OC)cc1)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C26H31NO5/c1-5-7-9-18(8-6-2)23(19-10-14-21(15-11-19)25(29)31-3)27-24(28)20-12-16-22(17-13-20)26(30)32-4/h9-17,23H,5-8H2,1-4H3,(H,27,28)/b18-9+",0,6170,train
CCCC/C=C/C(NC(=O)OCc1ccccc1Cl)c1ccccc1,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C21H24ClNO2/c1-2-3-4-8-15-20(17-11-6-5-7-12-17)23-21(24)25-16-18-13-9-10-14-19(18)22/h5-15,20H,2-4,16H2,1H3,(H,23,24)/b15-8+",1,6171,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1cccs1)c1ccc(C(F)(F)F)cc1,True,(),0,"InChI=1S/C20H22F3NOS/c1-2-3-5-14-12-16(14)18(24-19(25)17-6-4-11-26-17)13-7-9-15(10-8-13)20(21,22)23/h4,6-11,14,16,18H,2-3,5,12H2,1H3,(H,24,25)/t14-,16-,18?/m1/s1",1,6172,train
C[C@@]1(C(NC(=O)c2ccc(-c3ccccc3)cc2)c2ccc(Cl)cc2)C[C@H]1C1CCCCC1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C30H32ClNO/c1-30(20-27(30)23-10-6-3-7-11-23)28(24-16-18-26(31)19-17-24)32-29(33)25-14-12-22(13-15-25)21-8-4-2-5-9-21/h2,4-5,8-9,12-19,23,27-28H,3,6-7,10-11,20H2,1H3,(H,32,33)/t27-,28?,30+/m0/s1",0,6173,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccccc1)c1ccc(Cl)cc1,True,(),0,"InChI=1S/C21H24ClNO/c1-2-3-7-17-14-19(17)20(15-10-12-18(22)13-11-15)23-21(24)16-8-5-4-6-9-16/h4-6,8-13,17,19-20H,2-3,7,14H2,1H3,(H,23,24)/t17-,19-,20?/m1/s1",1,6174,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccco1)c1ccc(C(=O)OC)cc1,True,(),0,"InChI=1S/C21H25NO4/c1-3-4-6-16-13-17(16)19(22-20(23)18-7-5-12-26-18)14-8-10-15(11-9-14)21(24)25-2/h5,7-12,16-17,19H,3-4,6,13H2,1-2H3,(H,22,23)/t16-,17-,19?/m1/s1",1,6175,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccccc1)c1ccc(C(=O)OC)cc1,True,(),0,"InChI=1S/C23H27NO3/c1-3-4-8-19-15-20(19)21(24-22(25)17-9-6-5-7-10-17)16-11-13-18(14-12-16)23(26)27-2/h5-7,9-14,19-21H,3-4,8,15H2,1-2H3,(H,24,25)/t19-,20-,21?/m1/s1",1,6176,train
C/C(=C\C1CCCCC1)C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(-c2ccccc2)cc1,True,isolated alkene,1,"InChI=1S/C30H30F3NO/c1-21(20-22-8-4-2-5-9-22)28(25-14-12-24(13-15-25)23-10-6-3-7-11-23)34-29(35)26-16-18-27(19-17-26)30(31,32)33/h3,6-7,10-20,22,28H,2,4-5,8-9H2,1H3,(H,34,35)/b21-20+",0,6177,train
CCC/C=C(\CCC)C(NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C24H28F3NO4S/c1-4-6-8-17(7-5-2)22(18-9-11-19(12-10-18)23(29)32-3)28-33(30,31)21-15-13-20(14-16-21)24(25,26)27/h8-16,22,28H,4-7H2,1-3H3/b17-8+",0,6178,train
COC(=O)c1ccc(C(NC(=O)c2ccccc2)[C@]2(C)C[C@H]2C2CCCCC2)cc1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C26H31NO3/c1-26(17-22(26)18-9-5-3-6-10-18)23(27-24(28)20-11-7-4-8-12-20)19-13-15-21(16-14-19)25(29)30-2/h4,7-8,11-16,18,22-23H,3,5-6,9-10,17H2,1-2H3,(H,27,28)/t22-,23?,26+/m0/s1",0,6179,train
CCC/C=C(\CCC)C(NP(=O)(c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1,True,"isolated alkene, phosphor",2,"InChI=1S/C28H31F3NOP/c1-3-5-13-22(12-4-2)27(23-18-20-24(21-19-23)28(29,30)31)32-34(33,25-14-8-6-9-15-25)26-16-10-7-11-17-26/h6-11,13-21,27H,3-5,12H2,1-2H3,(H,32,33)/b22-13+",0,6180,train
CCC/C=C(\CCC)C(NC(=O)C(C)(C)C)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C22H33NO3/c1-7-9-11-16(10-8-2)19(23-21(25)22(3,4)5)17-12-14-18(15-13-17)20(24)26-6/h11-15,19H,7-10H2,1-6H3,(H,23,25)/b16-11+",0,6181,train
CCC/C=C(\CCC)C(NC(=O)c1cccs1)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C22H27NO3S/c1-4-6-9-16(8-5-2)20(23-21(24)19-10-7-15-27-19)17-11-13-18(14-12-17)22(25)26-3/h7,9-15,20H,4-6,8H2,1-3H3,(H,23,24)/b16-9+",1,6182,train
CCCC[C@@H]1C[C@H]1C(NS(=O)(=O)c1cccc2cccnc12)c1ccc(-c2ccccc2)cc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C29H30N2O2S/c1-2-3-9-25-20-26(25)28(24-17-15-22(16-18-24)21-10-5-4-6-11-21)31-34(32,33)27-14-7-12-23-13-8-19-30-29(23)27/h4-8,10-19,25-26,28,31H,2-3,9,20H2,1H3/t25-,26-,28?/m1/s1",0,6183,train
CCC/C=C(\CCC)C(NC(=O)Oc1ccc(F)cc1)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C24H28FNO4/c1-4-6-8-17(7-5-2)22(18-9-11-19(12-10-18)23(27)29-3)26-24(28)30-21-15-13-20(25)14-16-21/h8-16,22H,4-7H2,1-3H3,(H,26,28)/b17-8+",0,6184,train
CCC/C=C(\CCC)C(NC(=O)OCC(C)C)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C22H33NO4/c1-6-8-10-17(9-7-2)20(23-22(25)27-15-16(3)4)18-11-13-19(14-12-18)21(24)26-5/h10-14,16,20H,6-9,15H2,1-5H3,(H,23,25)/b17-10+",1,6185,train
CCC/C=C(\CCC)C(NS(=O)(=O)c1cccs1)c1ccc(C(=O)OC)cc1,True,isolated alkene,1,"InChI=1S/C21H27NO4S2/c1-4-6-9-16(8-5-2)20(22-28(24,25)19-10-7-15-27-19)17-11-13-18(14-12-17)21(23)26-3/h7,9-15,20,22H,4-6,8H2,1-3H3/b16-9+",1,6186,train
CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,True,(),0,"InChI=1S/C22H24F3NO/c1-2-3-7-17-14-19(17)20(26-21(27)16-8-5-4-6-9-16)15-10-12-18(13-11-15)22(23,24)25/h4-6,8-13,17,19-20H,2-3,7,14H2,1H3,(H,26,27)/t17-,19-,20?/m1/s1",1,6187,train
COCCn1c(C(=O)N2CCCC2)cc2c1C[C@H]1CN(C(=O)c3ccccc3)[C@@](Cc3ccccc3)(C(=O)OC)[C@@H]21,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C33H37N3O5/c1-40-18-17-35-27-19-25-22-36(30(37)24-13-7-4-8-14-24)33(32(39)41-2,21-23-11-5-3-6-12-23)29(25)26(27)20-28(35)31(38)34-15-9-10-16-34/h3-8,11-14,20,25,29H,9-10,15-19,21-22H2,1-2H3/t25-,29+,33+/m0/s1",0,6188,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4ccccn4)c3C[C@H]2CN1C(=O)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C38H40N4O5/c1-46-30-15-13-26(14-16-30)24-38(37(45)47-2)34-28(25-42(38)35(43)27-10-4-3-5-11-27)22-32-31(34)23-33(36(44)40-19-8-9-20-40)41(32)21-17-29-12-6-7-18-39-29/h3-7,10-16,18,23,28,34H,8-9,17,19-22,24-25H2,1-2H3/t28-,34+,38+/m0/s1",0,6189,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCF)c3C[C@H]2CN1C(=O)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C33H36FN3O5/c1-41-25-12-10-22(11-13-25)20-33(32(40)42-2)29-24(21-37(33)30(38)23-8-4-3-5-9-23)18-27-26(29)19-28(36(27)17-14-34)31(39)35-15-6-7-16-35/h3-5,8-13,19,24,29H,6-7,14-18,20-21H2,1-2H3/t24-,29+,33+/m0/s1",0,6190,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCO)c3C[C@H]2CN1C(=O)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C33H37N3O6/c1-41-25-12-10-22(11-13-25)20-33(32(40)42-2)29-24(21-36(33)30(38)23-8-4-3-5-9-23)18-27-26(29)19-28(35(27)16-17-37)31(39)34-14-6-7-15-34/h3-5,8-13,19,24,29,37H,6-7,14-18,20-21H2,1-2H3/t24-,29+,33+/m0/s1",0,6191,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(OC)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C40H43N3O7/c1-47-30-15-12-26(13-16-30)23-40(39(46)50-4)36-29(25-43(40)37(44)28-10-6-5-7-11-28)21-32-31(36)22-33(38(45)41-18-8-9-19-41)42(32)24-27-14-17-34(48-2)35(20-27)49-3/h5-7,10-17,20,22,29,36H,8-9,18-19,21,23-25H2,1-4H3/t29-,36+,40+/m0/s1",0,6192,train
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccccn4)c3C[C@H]2CN1C(=O)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C35H36N4O5/c1-37(2)33(41)30-19-28-29(38(30)22-26-12-8-9-17-36-26)18-25-21-39(32(40)24-10-6-5-7-11-24)35(31(25)28,34(42)44-4)20-23-13-15-27(43-3)16-14-23/h5-17,19,25,31H,18,20-22H2,1-4H3/t25-,31+,35+/m0/s1",0,6193,train
COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(C)n(C)n4)c3C[C@H]2CN1C(=O)c1ccccc1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C34H37N5O4/c1-22-16-26(35-37(22)4)21-38-28-17-25-20-39(31(40)24-14-10-7-11-15-24)34(33(42)43-5,19-23-12-8-6-9-13-23)30(25)27(28)18-29(38)32(41)36(2)3/h6-16,18,25,30H,17,19-21H2,1-5H3/t25-,30+,34+/m0/s1",0,6194,train
